event_id,center_date,is_flood_event,flood_label_in_window,flow_raw_max,flow_raw_mean,flow_pct_max,duration_above_90,max_exceedance_90,area_above_90,days_to_peak_flow,rain_14day_max,rain_1day_max,rain_1day_sum,rain_before_peak,storm_wind_max,storm_wind_mean
N018,1986-06-25,0,0,-0.14062580474957515,-0.0544509645222232,0.7712790718289337,0.3302820647564664,0.036049147508219685,-0.1956365048963084,1.2097756874438947,-0.13678716372868335,-0.16111486692645252,0.2609132365852766,0.7999500765307875,-0.7154919746588103,-0.46669335635996895
F006,1988-09-03,1,1,1.7226119540363694,2.10262393477829,0.9929881151076997,1.3871846719771588,1.6989252991925088,1.9090558877907595,1.2097756874438947,1.310401168795281,2.0533794943874564,2.6589837694188883,4.002321341279458,1.8710651821758195,1.3332031794467243
N019,1988-12-20,0,0,-0.6216620735475691,-0.6436685728214644,-0.39067705394005636,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.8393064728190245,-0.6617812620417869,-0.7819611639521564,-0.305625134949775,-1.0296487143553241,-1.2180263139673508
F007,1990-08-07,1,1,1.4840769621853258,1.1199093450585085,0.9886865653593648,0.8587333683668126,1.666662544430648,1.3111246683250846,0.6196412057639462,0.5958933915436664,1.3018200676561866,1.571420578761606,1.5126677131419024,3.776949403001337,2.290946290242945
N020,1991-06-21,0,0,-0.6229386961118057,-0.607064447842896,-0.4019686220294359,-0.726620542464226,-0.736509400893528,-0.635667982725249,1.2097756874438947,-0.1655059037001248,-0.4810766180261352,-0.39867907482554804,-0.4218383209010681,-0.5898292787802046,-0.14469351738537764
N021,1991-09-12,0,0,-0.5457052706641854,-0.5026534235573191,0.07299416268255285,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.24121350316336887,-0.5840724170230601,-0.48062250964762004,-0.305625134949775,-1.1867270842035809,-1.0446417852887246
N022,1992-11-18,0,0,-0.18135556196647157,-0.09027656465268993,0.7426020735067005,-0.19816923885387983,-0.1790358842375248,-0.47043703935721026,-1.1507622392759,0.20594923216976613,-0.7579909124519468,-0.8325542455463766,-0.305625134949775,-0.9563454750928041,-0.8010778045258916
N023,1993-05-12,0,0,-0.6083562865343507,-0.6022094867591136,-0.2897698660936982,-0.726620542464226,-0.736509400893528,-0.635667982725249,-0.5606277575959513,-0.6085792720464023,-0.39915368505229065,-0.3538032010779024,-0.6121189054260237,0.7610447019148047,0.5447163942653515
N024,1993-07-04,0,0,0.5759809224807559,1.3796922752993215,0.9472841490316404,1.915635975587505,1.3561335298477277,2.25876217907151,1.2097756874438947,2.066496730035228,0.10824910096617515,0.7481050573102201,1.2940558513314042,-0.07670660394256572,0.986434122089471
N025,1993-09-03,0,0,-0.42735645432555935,-0.347944892340065,0.4366543476563741,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.28701098586230384,-0.2246795586160808,-0.33426498454411807,-0.305625134949775,-1.6474903024251344,-1.6803850571103545
N026,1993-09-14,0,0,0.5638214488705128,0.5039825693177792,0.9454918366365008,0.8587333683668126,1.3426907153636185,0.536965702894414,-1.1507622392759,0.5089558012222798,-0.414980184352731,-0.3761199338349362,-0.305625134949775,-0.40133523496229667,-0.8712572566100977
F008,1993-10-03,1,1,0.34700329317600875,0.8816030572685136,0.9200410006255187,1.915635975587505,1.1518027496892702,1.7216719652781263,-1.1507622392759,1.9896985107654837,-0.08965822239432909,-0.0718300589583281,-0.305625134949775,-0.6421887353962905,-0.33046265525533375
N027,1995-04-13,0,0,-0.687110664223574,-0.7415111473328285,-1.0968481376250512,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.6762137263783226,-0.8113893159965726,-0.839321000857569,-0.305625134949775,1.357942507338181,1.6469466122937628
N028,1995-09-29,0,0,-0.5781538806828933,-0.5390590560485892,-0.08688010296389756,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.5301039770713828,-0.5289293597055315,-0.6548525214546251,-0.305625134949775,-0.684076300689159,-0.7185137432503557
N029,1996-10-12,0,0,-0.4239358388424367,-0.36015003940381474,0.44489898467401584,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,0.5739868344150163,-0.7883670268775174,-0.813040554067878,-0.305625134949775,-0.9668173664160215,-0.6937445248676942
N030,1997-01-26,0,0,-0.7302625429754244,-0.7985780585668842,-1.8729194047204898,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-1.0105220192053892,-0.6052009320280154,-0.7489437389764764,-0.305625134949775,0.17461878781464552,-0.5079753869977376
N031,1997-04-30,0,0,-0.5686238016172361,-0.5927956211827733,-0.0365161246604754,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.6431950049056295,-0.8072254573886409,-0.8704174476199894,-0.305625134949775,-0.6317168440730732,-0.462565153296193
N032,1997-06-19,0,0,-0.7275113908082843,-0.7939357658206102,-1.816282333034079,-0.726620542464226,-0.736509400893528,-0.635667982725249,1.2097756874438947,-0.9917830595854062,-0.663557386699012,-0.6191529554838625,-0.6831227957551531,-0.21284119114438824,0.0947422603136772
N033,1997-08-31,0,0,-0.6729440223137699,-0.7126973172544468,-0.914390735799842,-0.726620542464226,-0.736509400893528,-0.635667982725249,1.2097756874438947,-0.7452617162309507,-0.48798839611255257,-0.49068662904708193,-0.5995395239021916,-0.6945481920123759,-0.7556675708243465
N034,1997-09-06,0,0,-0.5492211747214808,-0.4953211294271314,0.059372588479492235,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.28983022839580974,-0.50271961230303,-0.2688108515130262,-0.305625134949775,0.20603446178429669,-0.03323203466340386
N035,1998-05-11,0,0,-0.7431135510158389,-0.8139894251111373,-2.18854561750457,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-1.0840160218431536,-0.8307852804961924,-0.887952526987114,-0.305625134949775,0.7505728105915872,1.4116390376584824
N036,1998-07-11,0,0,-0.5991422071847535,-0.6040901189692797,-0.21986968268325438,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.029506724083997436,-0.4000995488599558,-0.22439056463426765,-0.2115833589662166,0.01651267713759509,-0.6421887353962905,-0.7143855401865788
N037,1998-09-08,0,0,0.3488316935949634,0.5681929009755031,0.9202202318650327,1.3871846719771588,1.1531470311376801,0.8990234753529047,-0.5606277575959513,0.2943314965942205,0.21930878925888653,0.5095754799681619,0.0011816194915263189,1.0856733329345356,0.7139727198802016
F009,1998-10-11,1,1,1.2690872069097767,1.6039184419217403,0.9829511656949179,1.915635975587505,1.6236455380814974,2.2894416645775117,-1.1507622392759,1.166196576227037,-0.17077268873347623,0.21938646023613104,-0.305625134949775,0.2793377010468169,-0.3882574981482102
F010,1998-10-19,1,1,0.5055203156897183,0.7539622950973041,0.9392187432535125,1.915635975587505,1.2956408646692383,1.3252292629603104,0.6196412057639462,1.6817790020324996,0.4201775335887272,0.3484979151578842,-0.0019477814103386242,-0.013875256003262908,-0.020847425472072936
N038,1999-01-18,0,0,-0.6269949759722088,-0.6764469003830597,-0.435305632579032,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.9026200885704003,-0.8472334157663312,-0.895582547870323,-0.305625134949775,-1.5427713891929633,-1.64735943260014
F011,1999-07-12,1,1,-0.00829277932691161,0.0948808364535734,0.8366984742515281,0.8587333683668126,0.526711876178198,0.06840628789365816,0.6196412057639462,0.7210600113513601,0.13129808318198968,0.05521066661935008,0.11550729932251842,-0.11859416923543425,-0.11992429900271578
F012,1999-09-29,1,1,2.011051282489399,1.8596923744375802,0.9971104336165207,0.8587333683668126,1.7298437725059599,1.4892250582105753,1.2097756874438947,0.9578176566714066,1.743833059416932,2.5601956920673343,3.9592499156441856,1.829177616882951,1.6675876276126465
F013,1999-10-05,1,1,2.8159424664746107,3.3762193247173333,0.999978133448744,1.915635975587505,1.7513522756805338,2.611775479828882,0.6196412057639462,3.162158742076663,2.179520456777317,2.8306819613011225,1.5219562238933384,1.6302116817418262,3.124843309125864
N039,2000-03-10,0,0,-0.6984728086533464,-0.7849954990371537,-1.2669385839237974,-0.726620542464226,-0.736509400893528,-0.635667982725249,1.2097756874438947,-0.9463885216488115,-0.4865116900901034,-0.5451521008606866,-0.6330672416656699,0.8029322672076732,0.7717675627730753
N040,2000-04-09,0,0,-0.6729244759395806,-0.7393848003856892,-0.914032273320814,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-0.8962833160821201,-0.28889319218973675,-0.5096025572340925,-0.3466960178710817,0.6039663320665474,0.907998263877711
N041,2000-11-27,0,0,-0.6557823057755887,-0.688544390504546,-0.7166986786159463,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.6469142793148327,-0.6903140384509455,-0.6979940525310422,-0.305625134949775,-0.6107730614266389,-0.42541132572220164
F014,2001-05-22,1,1,-0.18355045690147523,-0.27604779383600714,0.7404512986325329,-0.19816923885387983,-0.1951672616184566,-0.47521825787762645,0.029506724083997436,-0.5533026530853974,0.4963167502603104,-0.025006284219707898,-1.0037882002220038,-0.05576282129613145,0.3052806165662956
N042,2001-08-02,0,0,-0.6444747283070946,-0.6317354736274402,-0.5989437542552759,-0.726620542464226,-0.736509400893528,-0.635667982725249,1.2097756874438947,-0.530992946616782,-0.5357928076347241,-0.47568612947276045,-0.3053006177346639,-0.7050200833355934,-0.1818473449593695
N043,2002-07-23,0,0,-0.3902720958949623,-0.2935399060487305,0.5171291741981411,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.029506724083997436,-0.22726426338298844,-0.3030774168481845,-0.3045329557625746,-0.3502330624716922,-0.9354016924463698,-1.1808724863933593
N044,2002-08-28,0,0,-0.7150273659432733,-0.7772463706836392,-1.5524539484695326,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.8600674927403702,-0.7448008220063055,-0.757617635163873,-0.305625134949775,-1.197198975526798,-1.2427955323500117
N045,2003-01-08,0,0,-0.6502067025380988,-0.7023520509135548,-0.6588069882529376,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.029506724083997436,-0.8829198080453963,-0.290522794015576,-0.562585372350419,-0.48424754079789645,-0.35944766966942815,-0.40889851346709477
F015,2003-04-08,1,1,-0.4515556800041365,-0.5776066640942419,0.3843188257182981,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-0.7377996254774078,0.06362430096148174,-0.11182758843760046,-0.3868296046657524,1.6197397904186093,1.0524853711099003
N046,2003-08-11,0,0,-0.7301599245109307,-0.8003322703307872,-1.871664786043892,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.991526435697423,-0.6455417693936336,-0.7698746289642613,-0.305625134949775,-1.113423844941061,-0.9620777240131887
F016,2003-09-28,1,1,2.9265749443858926,2.2599079748330473,1.000336595927772,0.8587333683668126,1.754040838577356,1.4828501001833543,0.6196412057639462,1.555586279357865,2.832444029004871,2.5895176378915616,1.531043648530535,0.7296290279451529,0.6850752984337634
F017,2004-02-24,1,1,-0.7414314226304003,-0.81397257312955,-2.1460678137397617,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-1.067560864060582,-0.7252530458517092,-0.8241651438624317,-0.305625134949775,-0.097650386589,0.44563952073470675
F018,2004-04-24,1,1,-0.6373142398957578,-0.7422376787713145,-0.5326281956351113,-0.726620542464226,-0.736509400893528,-0.635667982725249,1.2097756874438947,-0.9153371434048156,-0.31232005982049804,-0.4904347680475879,-0.7732364572634891,-0.2966163217301253,0.23097296141831283
F019,2004-04-29,1,1,1.5646202403289964,1.1385927180386084,0.9906581089940183,1.3871846719771588,1.6814496403631671,1.109795525127905,-1.1507622392759,0.022110114237674176,2.2672417425472107,0.7543910819935985,-0.305625134949775,1.1380327895506206,0.9616649037068092
F020,2006-10-22,1,1,0.6240487143412085,0.5513763972442007,0.9517649300194895,0.8587333683668126,1.3897405660580013,0.9158772706373717,0.6196412057639462,0.41649436997330247,0.44379294619932497,0.6054178869891091,0.6114621890894361,1.1694484635202722,0.6479214708597715
N047,2007-01-06,0,0,-0.6753490407713083,-0.7173640316110611,-0.9452185089962427,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.9060263036145345,-0.5647562517046053,-0.7072009478694026,-0.305625134949775,0.39452850560220515,-0.37174468589310244
N048,2007-08-08,0,0,-0.5153855865675924,-0.4962854542537136,0.19379601811496067,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.029506724083997436,-0.5444821128121153,-0.3100898010654132,-0.3533024290404864,-0.3170693730214451,-0.8306827792141985,-0.3882574981482102
F021,2007-09-27,1,1,1.8316847941737986,0.8549943594450189,0.9949596587423531,0.3302820647564664,1.713712395125028,0.7418807599819035,0.6196412057639462,0.15868614035365647,2.562306962843988,1.2583721311725047,-0.3625622171985436,-0.31756010437655957,-0.16946273576803902
N049,2008-02-13,0,0,-0.6132648697526317,-0.6753444413008713,-0.32489918903843396,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-0.9407813272204316,-0.22930207647180564,-0.5016109209015567,-0.25330289813375045,-0.11859416923543425,-0.1364371112578249
F022,2008-07-01,1,1,0.9767263871350239,1.0326483469347412,0.9727349850426223,1.3871846719771588,1.547021495522076,1.413402901174313,0.029506724083997436,0.5271109203353572,1.1682118315863492,1.2565099584251525,0.27278057850121906,-0.4955822568712507,-0.012591019344519288
F023,2008-07-06,1,1,1.1563249886441218,2.027735074316215,0.979366540904639,1.915635975587505,1.5967599091132814,2.579900689692775,1.2097756874438947,1.893704079893487,0.504513910146726,1.7779926475107937,2.966920172152544,1.2427517027827923,2.3735103515184828
F024,2008-09-16,1,1,0.9313136444352811,1.277482407302014,0.9711219038869969,1.915635975587505,1.5349229624863792,1.765101366838571,0.6196412057639462,1.7871919906268516,0.4471591237862919,1.175508003040336,1.2526694543373402,1.0856733329345356,1.0318443557910166
N050,2009-01-30,0,0,-0.651064706921782,-0.7230452291423577,-0.6683062439471775,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-1.0243032177142912,-0.3376727483412887,-0.4987862117876973,-0.3944154160563501,0.37358472295577083,0.29289600737496474
N051,2009-06-06,0,0,-0.6462485617647711,-0.6748097196673303,-0.6175838031647274,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.6413806547669438,-0.7422602498073264,-0.7951723186895449,-0.305625134949775,-0.9354016924463698,-0.5162317931252913
N052,2009-09-15,0,0,-0.116355723464562,0.20039763822424644,0.783287564876369,1.3871846719771588,0.1261160045517503,0.040396316061555665,-0.5606277575959513,0.7685079173108176,-0.23614331159324606,-0.19108277758077766,-0.9209990618744329,-1.1553114102339295,-1.0363853791611706
F025,2009-09-23,1,1,1.174433889898225,0.5529444573094994,0.9804419283417227,0.3302820647564664,1.604825597803746,0.5809130697945698,1.2097756874438947,0.4909797537596517,0.9203774098962284,0.9753326367671376,0.9444951397390118,1.1066171155809699,0.5447163942653515
N053,2009-12-06,0,0,-0.4361612814655687,-0.4082847734172632,0.41980661114206186,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.19494453006429743,-0.7113498170608453,-0.7515730869093078,-0.305625134949775,0.40500039692542206,-0.43366773184975527
N054,2010-05-07,0,0,-0.734247274961972,-0.806365738504411,-1.9614596370403847,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-1.1386402070885764,-0.7487489407334187,-0.8202548486096015,-0.305625134949775,-0.5793573874569877,-0.02910383159962658
N055,2010-07-28,0,0,1.0784408318224503,1.7613391940594296,0.9772157660304714,1.915635975587505,1.5806285317323496,2.455190573285263,-1.1507622392759,2.272081110121798,-0.1169000482031342,0.07139776562101505,-0.305625134949775,-1.2286146494964494,-1.0652828006076087
F026,2010-09-16,1,1,1.314043867545103,0.6321558051721726,0.98438501561103,0.3302820647564664,1.6343997896687872,0.5916708114655059,1.2097756874438947,0.9581992085783877,1.2692864590556252,1.1178319617972683,0.8843335085545979,1.2008641374899238,0.7139727198802007
F027,2010-09-28,1,1,-0.10131723182269049,0.23181083293983776,0.791173739414983,1.3871846719771588,0.1852643882818299,0.15474712567483492,0.029506724083997436,0.9568632020201933,-0.31072783374912,-0.31829605901617636,-0.4507466060341284,0.017540417966388732,0.22684475835453646
N056,2011-06-01,0,0,-0.7354337805968737,-0.8058357421542732,-1.991212022799702,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-1.1642649391731386,-0.6732060244204374,-0.6985932381397928,-0.6742893245244946,-0.15000984320508542,-0.008462816280742923
F028,2011-07-01,1,1,1.1646851357713253,1.9905796662739244,0.9797250033836667,1.915635975587505,1.599448472010101,2.293824448221227,0.6196412057639462,1.5590309880470252,0.8426647342335148,2.3879944541291147,3.2515498058814214,2.48890677024563,3.6326122859704117
F029,2011-07-13,1,1,-0.30141916542407726,-0.07118749015579309,0.6364971797144373,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,1.1875107522302868,-0.3946302744344953,-0.036987443108651444,-0.03234378503425954,-1.2286146494964494,-1.0240007699698406
N057,2012-05-15,0,0,0.004852157315374114,-0.035291851844137904,0.8418961801974332,0.3302820647564664,0.5656960381821164,-0.13786344777461604,-1.1507622392759,-0.2962540143918957,0.48069687463170113,-0.14053949055485254,-0.305625134949775,-0.6631325180427248,-0.24377039091602093
F030,2012-08-20,1,1,-0.023408642033282225,0.29028659736051254,0.8309630745870816,1.915635975587505,0.4836948698290503,0.331532680467211,-1.1507622392759,1.7590027885975106,-0.3273755302778726,-0.1241834703801224,-0.305625134949775,-1.1867270842035809,-1.2097699078397972
N058,2012-11-13,0,0,-0.40539447405939605,-0.4114320568387489,0.48701832595979627,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.029506724083997436,-0.42389765788559913,-0.033066831721981105,-0.3686176039649055,-0.8532366504593055,1.3788862899846148,0.7965367811557371
N059,2012-12-11,0,0,-0.6690538866339758,-0.7465127757082657,-0.8667152260891291,-0.726620542464226,-0.736509400893528,-0.635667982725249,1.2097756874438947,-0.9920752305276338,-0.3785064841268208,-0.4719631390306131,-0.30594965216488623,-0.06623471261934835,-0.4130267165308707
F031,2013-06-18,1,1,1.0817962927249418,0.01162623638429809,0.9775742285094995,-0.19816923885387983,1.583317094629172,0.05191108399822379,1.2097756874438947,0.1588724964151333,1.8874228888992206,0.6864509570474459,-0.5939383765416386,0.2688658097235995,0.6809470953699861
N060,2013-08-05,0,0,-0.6988661794339056,-0.7336731408332294,-1.2746455272228976,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-0.9344255897839794,-0.6958994760371137,-0.6718621800691889,-0.6605488301739777,-1.1448395189107123,-0.9992315515871791
N061,2013-09-08,0,0,-0.11150170720755932,0.14887369851280532,0.7861552647085922,1.3871846719771588,0.14762450772632418,-0.12933694141320914,-0.5606277575959513,0.896365175897899,-0.16882263934462394,0.1734459359161322,-0.6792362293116541,-0.40133523496229667,-0.43366773184975527
F032,2013-09-13,1,1,1.015859857126463,1.4221663033017333,0.974527297437762,1.915635975587505,1.5604643100061852,2.069904047515083,0.6196412057639462,1.1407576880651276,0.7514493574625363,1.4115338466200646,1.5712596011057458,-0.07670660394256572,0.7511265474541926
N062,2013-09-23,0,0,0.8724546251578346,1.2107198109193202,0.9680749728152596,1.915635975587505,1.5120701778633927,1.9969904650787411,-0.5606277575959513,2.000217830787145,0.7843630920118354,0.4385651337884021,-0.7050495895296452,0.5725506580968962,-0.3676164828293261
N063,2014-04-29,0,0,-0.6087582088536176,-0.6486876189891231,-0.29209987220737965,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-0.5634669685117637,-0.3785457594225282,-0.5530727417392571,-1.019895079479223,1.0333138763184497,1.750151688888183
F033,2014-05-10,1,1,-0.5893107881836784,-0.5883644063873605,-0.15373335530260396,-0.726620542464226,-0.736509400893528,-0.635667982725249,-0.5606277575959513,-0.6425135746174959,-0.3068023801876496,-0.4039493912103703,-0.5205384036124128,0.16414689649142816,0.755254750517969
N064,2014-09-03,0,0,-0.5051204823891928,-0.5217074789636218,0.23161380965240583,-0.726620542464226,-0.736509400893528,-0.635667982725249,0.6196412057639462,-0.4983866082381098,-0.3597248955252376,-0.006265769980100513,-0.06314533397467106,-0.2337849737908225,-0.7969496014621148
N065,2014-10-12,0,0,-0.1775765962898789,-0.21407746060197103,0.7451113108598958,-0.19816923885387983,-0.16021594395977334,-0.46485895108339215,1.2097756874438947,0.1141592307192294,0.09681347881662133,-0.14193111035837097,-0.4799017849350091,0.4783036361879422,-0.49559077780640765
N066,2014-12-26,0,0,-0.6121038965690148,-0.6253930422632638,-0.3162960895417638,-0.726620542464226,-0.736509400893528,-0.635667982725249,-0.5606277575959513,-0.871617889519553,-0.38178377082988757,-0.5664400051514975,-0.5948939678544474,0.8657636151469755,0.08235765112234719
N067,2015-08-02,0,0,-0.6661736469539606,-0.6936067135396201,-0.8315859031443934,-0.726620542464226,-0.736509400893528,-0.635667982725249,-1.1507622392759,-0.779830486525123,-0.7117659570706736,-0.7038370220634945,-0.305625134949775,-1.2495584321428836,-1.0405135822249474
