storm_within_300km,rain_3day,api_k_0_90,duration_above_90,area_above_90,tp_6h_max_mm,RH2M,WS2M,storm_max_wind_kt
0,0.0771257764144486,9.611668881843586,0,0.0,0.0051434420794118,54.11,1.73,0
0,0.5896918656118868,13.120000437392497,0,0.0,0.1695137314891226,46.61,2.6,0
0,2.044970099439573,13.552535730292464,0,0.0,0.7639780232351709,61.47,2.23,0
0,0.5910010448717732,10.48304992556663,0,0.0,0.0731789744919778,47.87,2.56,0
0,1.0967416398123906,12.409131790081531,0,0.0,0.7524703833667593,62.51,3.23,0
0,4.682261023856109,13.32038585859506,0,0.0,3.4765936278256224,70.23,3.28,0
0,0.0178831232859666,10.581110547690669,0,0.0,0.0090806597487657,67.59,1.9,0
0,2.3866034755742382,14.52093776225949,0,0.0,0.640642661474288,52.31,3.21,0
0,2.246400816752902,7.977206479987438,0,0.0,1.1641876451640265,48.6,2.39,0
0,0.0718353166869341,10.77884852062598,0,0.0,0.001234276005313,65.65,1.43,0
0,3.289321713272422,13.485367470058064,0,0.0,2.2110908841472217,48.98,2.58,0
0,1.1976682624770494,10.559351116246829,0,0.0,0.3304778705593569,40.29,3.1,0
0,0.2355118133975941,9.687681255767924,0,0.0,0.0970965541688002,70.91,1.26,55
0,6.869461425539287,11.856234442556064,0,0.0,1.4930831143758552,55.43,2.86,35
0,1.0834269642756416,7.570020927581568,0,0.0,0.2638495066957371,59.42,2.45,0
0,0.6978280354119998,4.470935468226743,0,0.0,0.2860956114061607,55.64,2.33,0
0,5.698036683972312,15.842631771182353,0,0.0,2.5404504317709913,76.75,2.84,0
0,1.5801430361998887,12.122511735075696,0,0.0,0.569985760365933,62.39,1.97,0
0,6.3978791306729,15.073053710228333,0,0.0,5.686716892155075,59.69,2.32,50
0,8.293459085979087,11.61193267423037,0,0.0,2.4006764881372966,54.79,2.24,0
