storm_within_300km,rain_3day,api_k_0_90,duration_above_90,area_above_90,tp_6h_max_mm,RH2M,WS2M,storm_max_wind_kt
0,0.4376247874446566,18.614140246531935,0,0.0,0.0008063770831982961,73.66,1.43,0
0,10.222495010167984,20.577689510475736,0,0.0,0.9414262727922604,68.13,2.68,0
0,2.781186110337061,18.24545201946977,0,0.0,0.4534050844770705,,,0
0,12.365930229544206,22.881967433062822,0,0.0,1.923340289846679,,,0
0,4.249229233327128,24.88579110230284,0,0.0,1.2795179434406354,81.05,2.64,0
0,6.279992668714632,23.777652783351748,0,0.0,1.1390433145383754,84.41,1.87,55
0,12.639950371915518,28.407627228107643,0,0.0,3.428832216804798,92.43,1.93,0
0,3.4351865595301585,24.06082884388524,0,0.0,1.137762894399982,85.0,1.52,0
0,2.33698720232032,18.94782918839159,0,0.0,0.4019246153706605,77.25,1.25,0
0,0.237646806117682,18.155764667611713,0,0.0,0.0479353915230336,67.73,1.32,0
0,5.326617858713181,22.358099774741092,0,0.0,3.56502306323891,77.3,2.39,0
0,6.647076569593198,21.542026794986445,0,0.0,0.2322257550170522,79.48,1.4,0
0,12.9292633511842,28.804808950283817,0,0.0,4.335114450146233,68.02,2.75,0
0,8.758528155860215,20.664377705040646,0,0.0,0.951430775224648,82.69,0.93,0
0,10.79963166537713,14.660217452580056,0,0.0,0.936384793912722,78.71,2.34,0
0,4.790593810468506,25.393740297925643,0,0.0,1.804592448881997,90.12,1.4,0
0,1.906827306701914,22.1265575625858,0,0.0,0.0566986491499566,71.41,1.15,0
0,4.154521201485948,23.91256213542162,0,0.0,1.048954814735148,72.85,2.19,65
0,5.2887446358998425,25.834179797206183,0,0.0,2.0118898921073134,72.92,2.08,0
0,3.006076598528724,21.97844494574265,0,0.0,2.887280519566667,53.02,3.5,0
0,5.182342709811622,22.81376768878302,0,0.0,1.154327574090258,89.9,1.76,0
0,6.055968105163874,28.679626442359854,0,0.0,1.2947676423379084,75.32,1.41,0
0,5.157839228219247,28.91767057598568,0,0.0,3.6336104369176225,68.01,2.5,0
0,0.2132336797070521,20.83698680499312,0,0.0,0.0126364180638352,81.51,1.35,0
0,1.156800189466749,20.638136842408898,0,0.0,0.1732583494347723,84.7,1.39,0
0,2.9953478262418978,27.86129416734387,0,0.0,1.0660352483231947,72.1,1.5,0
0,10.32648524897518,28.107993021707696,0,0.0,3.0791645440496027,91.12,2.32,0
0,0.7806933539997947,24.549129239701728,0,0.0,0.0210273283826033,79.55,1.56,40
0,1.6456530172771695,25.325729995350923,0,0.0,1.487721232494546,28.11,3.0,0
0,16.256035841081307,25.4463854754112,0,0.0,2.492509610252607,,,0
0,4.068169569313396,21.576746182865534,0,0.0,0.2969050735218347,69.31,1.98,0
0,3.591891029112621,26.07522734156078,0,0.0,1.0587911599423263,87.62,1.56,35
0,5.594217906439018,23.606618972482952,0,0.0,0.9863031007678198,70.38,2.13,0
0,15.12077859365953,26.76105535517377,0,0.0,3.539143666226911,62.92,1.74,0
0,0.3527255250978939,22.794325371018193,0,0.0,0.0419009119879968,57.72,1.92,0
0,4.841413925625357,24.192684428332974,0,0.0,1.34293282106792,42.01,3.94,0
0,1.9277009041849964,19.74730894933213,0,0.0,0.412702293235147,76.34,1.7,0
0,1.8802414382346404,21.12401510727879,0,0.0,0.0514246169010589,67.95,1.44,0
0,0.0179034612880623,21.030230215998348,0,0.0,0.0006638012863178485,53.11,2.38,0
0,9.078780047694975,28.98328924483288,0,0.0,3.548737601393083,,,0
0,0.265059812012315,19.190080236444977,0,0.0,0.0082729285411519,67.68,1.34,0
0,1.884295983766231,22.27971968376959,0,0.0,0.2345035012583455,83.99,1.32,0
0,0.6018476155689315,24.976144615630115,0,0.0,0.0544456818426284,76.39,1.45,0
0,0.0974154368704758,20.832160799980347,0,0.0,0.0864193459370161,83.39,1.36,0
0,3.4719836361770957,23.025558114912975,0,0.0,1.111868628040195,47.86,2.23,0
0,2.387145214251057,22.081738215072797,0,0.0,0.0853695916124292,65.03,2.04,0
0,0.1462287345452189,22.808172132741444,0,0.0,0.0359523442405227,75.38,1.07,0
0,0.0146259931274306,17.476383946210856,0,0.0,0.001216969024916,64.28,0.98,0
0,6.413541235350467,18.63363527676966,0,0.0,3.918846832180787,,,0
0,4.916669693347042,23.03434603947401,0,0.0,0.5603458144111421,71.56,1.8,0
0,6.858771301574484,24.785604822993506,0,0.0,3.665315116448795,53.03,2.96,0
0,5.693852337496682,21.78576827097856,0,0.0,1.548994182690412,,,0
0,2.190388632291921,23.68624969721679,0,0.0,0.2254983247394072,66.11,2.31,0
0,3.259543334153331,26.098255849846648,0,0.0,0.7840270880611349,66.55,1.55,0
0,5.060741965469864,23.730876013665565,0,0.0,1.58583138936149,82.47,1.29,0
0,8.251143949646005,26.12500357950672,0,0.0,0.5437808612513665,61.89,1.66,0
0,0.0895621276387831,20.188091132423345,0,0.0,0.0285598159742654,52.55,1.87,0
0,9.143679680784356,20.230736912958893,0,0.0,0.2822760285963252,77.63,1.58,0
0,5.761166546508967,26.053057528952884,0,0.0,0.8991007007728656,71.79,1.95,0
0,9.32001107357,28.37338317989775,0,0.0,3.700492057894331,50.87,2.43,0
0,14.03837879682411,25.680017663471,0,0.0,2.170566593042164,74.97,1.72,0
0,0.684264683900984,24.275378246413464,0,0.0,0.485302883781388,77.52,1.46,0
0,5.583928718326385,26.93334407406422,0,0.0,1.483025084204742,71.97,2.15,0
0,3.575205782480124,16.032927154932022,0,0.0,0.6079370442883367,71.99,1.75,0
0,3.550130061729317,20.90361011072071,0,0.0,0.9911038295649314,74.84,2.66,0
0,12.439376229583644,18.62477588189049,0,0.0,2.212274497705529,75.08,1.67,0
0,4.623146921306276,25.542910686083445,0,0.0,0.4472337663471519,85.39,1.28,0
0,2.6638653824803717,22.274446350952314,0,0.0,0.2746389418129987,73.3,1.54,0
0,10.862473349050411,19.58172309755858,0,0.0,0.8269376717405857,68.03,1.92,0
0,2.2983341792731338,25.813500598034977,0,0.0,0.47899415594004,77.27,1.4,0
0,10.339661662889892,29.42651820940233,0,0.0,4.642938879333684,85.7,3.42,0
0,2.9423185211316047,22.59685532973956,0,0.0,1.039075796324414,87.7,2.53,0
0,1.2917739948907518,22.217419768879527,0,0.0,1.204396875498112,70.95,3.16,0
0,0.1663164100656277,24.468380052095934,0,0.0,0.000790254659846082,80.44,1.38,0
0,4.645858400348765,26.80480522641495,0,0.0,2.6913094729945133,72.46,2.26,0
0,3.7877700582252096,21.596303016038345,0,0.0,1.0055638245147491,69.98,1.69,0
0,9.76745676232606,27.575470773619543,0,0.0,0.8570284108723816,54.41,2.05,0
0,11.381022109223338,24.92226551298997,0,0.0,0.0337510837100112,54.7,2.31,0
0,4.657513692039764,24.87929808322628,0,0.0,1.4291023982494866,72.79,1.81,0
0,5.833647841974949,23.89289629602141,0,0.0,1.0516472647923851,83.86,1.55,0
0,1.0109902282720111,22.998217529627507,0,0.0,0.3301256438469898,77.57,2.75,0
0,9.895388333258408,19.91005966560225,0,0.0,0.02627852021953,70.82,2.14,0
0,7.539195425082337,25.0990228901835,0,0.0,4.594220173872004,,,0
0,2.4138864981606325,19.75623227342843,0,0.0,0.2806956752823644,64.99,1.68,0
0,3.795574010828545,16.229441672370207,0,0.0,1.9469498021837144,,,0
0,1.143589221976279,21.911051456400788,0,0.0,0.030384377755937,78.85,1.18,0
0,5.332869143962759,25.311877547450703,0,0.0,2.3756356757014925,70.17,2.03,0
0,3.161800556616897,27.90461861637108,0,0.0,2.6610013762346467,60.41,1.47,0
0,17.02808046228634,22.945860544805612,0,0.0,2.111082570477352,70.7,2.02,0
0,10.780962866969952,23.95472682925323,0,0.0,0.8757370801989524,66.96,2.36,0
0,6.540204078069096,21.26006262821824,0,0.0,1.2801468150216992,76.33,1.46,0
0,2.9549841726271446,16.51963905452501,0,0.0,0.0,73.75,1.57,0
0,9.34527362195194,27.571615422259352,0,0.0,2.935649508466458,74.18,2.21,0
0,8.022150589094448,22.185228728171175,0,0.0,0.8520016902862309,,,0
0,3.2236614266819714,24.18335961517326,0,0.0,1.269772133432097,42.51,2.96,0
0,3.883080029521744,26.011794484209982,0,0.0,1.2334425303639267,60.69,2.08,0
0,6.3354403261075145,26.065331573552267,0,0.0,0.6471447968326346,42.84,2.44,0
0,9.189047985433682,30.557270673959582,0,0.0,3.595223586197598,89.07,2.74,0
0,0.0006119960565914017,23.812298189935113,0,0.0,0.0,62.64,1.89,0
0,6.169746195157529,24.599971634052935,0,0.0,1.159791338514054,60.82,1.68,0
0,12.019265425403455,25.717470611768157,0,0.0,1.4525930945603442,71.54,1.88,0
0,10.97076701656586,29.756177304529775,0,0.0,4.317406761412868,69.87,2.69,0
0,1.783775710621733,20.971519908685934,0,0.0,0.9297971426140113,78.5,1.71,0
0,7.548526223735158,22.29820952407526,0,0.0,1.719943425335137,71.45,1.7,0
0,0.4190695329446912,17.839264296774193,0,0.0,0.408626476058637,,,0
0,5.889394800670077,25.920363814749255,0,0.0,0.898199259133322,89.38,2.75,0
0,9.616804354420022,27.136504033823613,0,0.0,4.648346360872217,75.83,3.39,0
0,11.250999122832958,29.312213480849582,0,0.0,3.0440502777098657,82.29,1.44,0
0,2.3730632829083556,24.335254042502537,0,0.0,0.4296117696844319,63.4,2.56,0
0,3.879830743119896,28.386984798720828,0,0.0,1.1795037826814243,73.95,1.57,0
0,5.091678700098183,28.597848611314372,0,0.0,3.184586367318217,88.1,1.53,0
0,9.699556662803433,26.855618074285612,0,0.0,1.7031089787153415,70.29,2.53,50
0,2.930824363070139,23.24072251822082,0,0.0,0.9234444348724872,90.12,1.95,0
0,11.175444661454396,25.06879731672889,0,0.0,3.043168510785772,80.59,2.5,0
0,6.46389008746913,23.909284895562553,0,0.0,1.962981539833728,81.16,2.11,0
0,1.3793919338989626,23.95956978798788,0,0.0,0.9037015192023216,56.64,2.92,0
0,4.607035692766062,27.36584022547588,0,0.0,0.9982729106987758,69.19,1.52,30
0,1.0238894984815674,21.639668674026375,0,0.0,0.6983175750037907,85.24,1.39,0
0,4.732989002789863,24.70293768217884,0,0.0,0.7509988488163237,,,0
0,13.689700986938556,19.81481288973633,0,0.0,0.506378222192142,61.89,2.41,0
0,2.471775522821046,27.002834317301716,0,0.0,0.7969380709025202,68.45,1.94,0
0,2.694795172225528,17.53567638189907,0,0.0,0.4421557105690338,83.95,1.43,0
0,11.371518189875747,27.20497003503444,0,0.0,4.871520355711855,64.11,3.37,0
0,2.832896353234419,19.916122434301585,0,0.0,0.4842574254190174,80.39,1.22,0
0,5.350468915954229,28.2391050452409,0,0.0,2.382223413730811,53.6,1.78,0
0,16.41243850985963,30.149693334751618,0,0.0,5.998498654330789,70.69,1.97,45
0,9.146471775773351,29.952160760122887,0,0.0,3.3799723873838072,72.36,1.72,30
0,7.995860892622849,24.368427382291756,0,0.0,1.118671386123004,69.3,2.7,0
0,0.277655202485787,18.849715879689636,0,0.0,0.0006119960565914017,69.7,1.65,0
0,7.497046054924295,23.92350200510586,0,0.0,1.5594849009699874,85.8,1.25,0
0,5.91147060220278,29.32229935893363,0,0.0,2.701604490754314,70.79,2.25,60
0,9.801529578302985,31.78322439020879,0,0.0,5.517781963153094,73.42,1.76,0
0,10.48697653420462,31.29814404616318,0,0.0,2.0458050929323828,74.22,1.86,30
0,1.6500595052386569,22.483043330956377,0,0.0,0.6917925870597565,76.31,1.99,0
0,5.574043738825917,24.745072644227648,0,0.0,3.327376035708647,83.87,2.34,0
0,5.650189680858447,24.987763308692664,0,0.0,0.0061580714333683,,,20
0,2.3279863349110617,25.867571311928913,0,0.0,0.3016473004247249,81.07,1.33,0
0,0.3368219535487439,18.500146033176332,0,0.0,0.2705888932685268,87.0,1.52,0
0,4.444191547756343,20.41298284785295,0,0.0,0.1009839268767933,78.21,1.76,0
0,6.572637576135065,28.010332809076218,0,0.0,3.431166741143662,79.83,1.75,0
0,8.042319737675934,18.54011508071973,0,0.0,2.5244959705588763,81.61,2.6,0
0,14.158761377549329,23.15325544877625,0,0.0,1.3251152942223663,51.58,2.35,0
0,12.227070532247527,22.87183153276718,0,0.0,1.3740055115590444,76.44,1.9,0
0,4.0117546266599575,25.84608939730754,0,0.0,0.9482369618931632,88.23,1.4,0
0,5.004073686895384,21.352951790761484,0,0.0,0.6367326778442709,65.29,1.87,0
0,9.139281460714976,19.581604792517037,0,0.0,1.2896498828412053,75.92,1.79,0
0,0.0099022889386865,20.25220540462619,0,0.0,0.0050999671382616,77.86,1.41,45
0,13.403190214235082,23.10337655723963,0,0.0,0.3202052114496299,61.79,2.0,0
0,1.2880199176373923,21.716055204308784,0,0.0,0.0048382624991897,45.35,3.06,0
0,17.499833529711548,36.3320299187673,0,0.0,9.385074118786514,78.59,2.97,0
0,7.377932809901719,24.923114061528935,0,0.0,0.2281115796808449,,,0
0,11.11909684608482,22.450685431438252,0,0.0,0.0147353664525124,55.06,1.89,0
0,4.576463557395323,22.334235766824957,0,0.0,2.4535381984703375,,,0
0,10.008366423444023,32.75230464562912,0,0.0,1.790108347358114,73.87,3.11,35
0,3.7696014806091296,23.442740565361753,0,0.0,2.895707602026244,71.09,2.78,0
0,14.563250695307897,24.015987685672847,0,0.0,6.957422005076981,81.34,2.52,0
0,6.700531416509929,23.155296742688712,0,0.0,1.2452882819269249,84.45,1.19,0
0,6.843224566563343,27.07684966482395,0,0.0,1.19860875260812,62.09,2.62,0
0,1.368975102829118,20.567449218374023,0,0.0,0.0,74.94,1.52,0
0,6.725296958982191,23.325389771011572,0,0.0,1.5114655549322338,61.56,2.1,0
0,10.089551067928763,22.306452181865343,0,0.0,4.5580756557731785,,,0
0,0.0651168508499796,18.722340663256222,0,0.0,0.0097919369054624,64.57,1.52,0
0,7.528004802068865,21.078411298079946,0,0.0,0.2735308655845483,59.5,2.06,0
0,0.2987891079037962,22.712795065672065,0,0.0,0.2390343731656525,51.37,1.96,0
0,1.2042499180714947,20.415633718791543,0,0.0,0.0521995710424677,78.52,1.49,0
0,3.0765826914639725,21.434607866522125,0,0.0,1.8769717806408708,65.68,1.89,0
0,2.669897539572375,26.648430029358902,0,0.0,1.0566896890094264,67.22,2.49,0
0,10.37273571636026,26.177384414210884,0,0.0,5.415735635060339,,,0
0,4.3366885328851,27.924259070664014,0,0.0,1.9072645313889915,63.73,2.18,0
0,8.572741040531941,24.3897594877901,0,0.0,3.043809907777794,88.12,3.13,0
0,5.875115263324676,25.27041722021291,0,0.0,3.1056588361102326,88.03,2.37,0
0,4.458503730081349,21.204771037109463,0,0.0,0.7589770489524004,81.3,1.17,0
0,1.8379872711845056,22.37068639128236,0,0.0,0.0,57.8,1.72,0
0,6.494371924832044,27.512528694835233,0,0.0,1.8845789123025607,72.48,2.76,0
0,3.8385062967309302,23.97337641144424,0,0.0,0.1742383445495222,76.58,1.59,0
0,8.473266056887669,34.49260253632082,0,0.0,6.950933284967148,66.5,1.83,0
0,4.2235852375046905,20.47355825225347,0,0.0,0.1868598663284892,85.43,1.74,0
0,9.450241917966528,28.916680226791833,0,0.0,4.164172401279884,71.46,4.84,0
0,2.4990627355535295,24.330154913483113,0,0.0,0.0242320919399085,65.85,1.26,30
0,7.142139359746494,23.77498901321946,0,0.0,4.169070894322359,78.16,1.71,0
0,2.8380973104697884,21.725899931388973,0,0.0,1.1660737869590625,70.21,1.81,0
0,0.6811231861384544,22.596877783998288,0,0.0,0.1185907217660499,73.72,1.34,0
0,6.071175459417778,21.247353134105712,0,0.0,0.0065279579369749,64.49,2.26,0
0,9.564408352941802,18.332463254994284,0,0.0,0.9768660056041618,83.8,2.31,0
0,1.673716217486866,23.27861512042728,0,0.0,0.6930325023828263,50.69,2.15,0
0,0.006569942559844,17.20507973477943,0,0.0,0.0,55.13,2.23,0
0,2.0740234328550904,20.31457169444937,0,0.0,0.5251885000477288,86.52,1.15,0
0,3.875257092909878,22.508518513244173,0,0.0,0.5344949409416353,45.43,2.2,0
0,5.906634914469459,21.650196121017245,0,0.0,0.5422801310705797,65.09,1.66,0
0,3.4501248747513698,25.153692254681868,0,0.0,1.1233117553771896,64.17,2.28,0
0,4.034695806524221,22.162387438718124,0,0.0,0.0052672610770093,76.67,1.94,0
0,0.8925126857840657,17.38793581974808,0,0.0,0.5353624422253094,82.99,1.72,0
0,2.2937831252911765,24.491068008863746,0,0.0,0.2788329874644775,74.17,1.24,0
0,4.031229522427644,24.458418182661436,0,0.0,1.3035620128136014,63.5,2.17,0
0,10.76945708804423,27.72898551144205,0,0.0,2.8152311795502554,69.37,3.7,0
0,1.2552393860214524,19.390830463138972,0,0.0,0.3491179616859314,84.15,1.35,0
0,4.764752619773962,27.48955491765048,0,0.0,1.5723617551872582,67.36,2.03,0
0,0.7185150051928715,23.142930287128603,0,0.0,0.2061002336051171,81.77,1.33,80
0,3.8245683892145537,23.172185249880776,0,0.0,0.684849400418027,81.7,1.74,0
0,5.167002365390079,20.15923892563144,0,0.0,0.5683514757111993,75.88,1.93,0
0,13.19163720899806,27.47496525907128,0,0.0,3.5891530481351275,75.89,2.12,0
0,10.64623085689722,24.01319344309909,0,0.0,6.067792686322068,73.77,4.76,0
0,7.94683503217688,21.38943901455271,0,0.0,0.6712206489039844,78.69,2.03,0
0,3.9440014126047984,26.322494643711327,0,0.0,1.0451413000865415,85.46,1.59,45
0,12.302332071380135,25.518759123224935,0,0.0,6.7722635446267025,74.27,3.99,0
0,6.932158109439768,19.31988772806885,0,0.0,0.1526594633248903,81.27,1.87,0
0,4.388186017629565,27.36498513292554,0,0.0,0.8570437401953227,66.77,1.74,100
0,6.077297055825829,27.558355298122606,0,0.0,0.7386951857559758,64.19,2.06,0
0,7.453159203134083,16.061541868827618,0,0.0,0.0002039986855304672,75.89,1.46,0
0,11.67862782264475,26.9458240278955,0,0.0,4.153845357082622,85.9,2.47,0
0,12.35098146122227,27.469132199602168,0,0.0,1.78347554953593,49.14,3.27,0
0,10.24683386435285,21.397699087306677,0,0.0,4.511606300500734,81.75,3.22,0
0,1.5366887807243794,21.29323175365746,0,0.0,0.7218626327449181,77.35,1.99,0
0,14.063380077707617,26.828258491428564,0,0.0,4.024785447594913,81.25,2.97,0
0,0.7954009047492361,21.18951094960699,0,0.0,0.5494792571865006,50.05,2.02,0
0,4.8039626235460595,26.688132170868435,0,0.0,1.3065243253735246,73.48,1.06,0
0,12.286013655698362,29.962290759200037,0,0.0,3.314993732503524,78.37,1.55,0
0,7.445327786374308,30.309410899596877,0,0.0,2.9995671058158373,87.91,2.39,50
0,7.415705805464619,30.096307324100387,0,0.0,1.1273487406027576,71.68,2.66,30
0,5.3005341467360205,30.10153803123935,0,0.0,1.4623498201038412,75.19,1.49,0
0,2.777233225498339,22.512844299196814,0,0.0,1.2616721387559982,74.8,1.75,0
0,1.2839834040281433,23.856372030734544,0,0.0,0.4098656160006692,89.39,1.46,0
0,3.5810449658899235,20.676473763871517,0,0.0,2.134197647728412,80.07,2.14,0
0,6.936033061047163,30.473097386179248,0,0.0,5.561361872416029,84.64,2.59,0
0,8.237967881827448,27.16945694524285,0,0.0,1.7887795687961028,82.33,1.95,0
0,0.1078199697636929,20.638191377619897,0,0.0,0.0319368286110918,63.42,1.44,0
0,9.438042453675283,17.93251314349867,0,0.0,0.0110159290186452,75.98,2.1,0
0,14.939577156796885,26.68959173565154,0,0.0,9.475329228319426,70.97,3.55,40
0,6.741772191040161,21.699450874207635,0,0.0,0.620969218357901,75.76,1.88,0
0,1.947716487502866,20.338799555471414,0,0.0,0.0730075529249549,,,0
0,2.0457074282859056,24.78043591199282,0,0.0,0.0007370275951059477,64.79,1.13,65
0,5.347914881543129,28.77150978159419,0,0.0,2.077650373840945,73.06,2.24,0
0,9.624214189347253,22.067958441759544,0,0.0,0.2723902997039942,77.27,1.99,0
0,6.739405024929111,22.83193851780415,0,0.0,2.9972406241978637,93.34,3.3,0
0,9.487087089507565,23.792183072455284,0,0.0,2.52379794127571,85.48,3.0,0
0,7.8301925587013805,19.98578668823589,0,0.0,0.1456296369506258,,,0
0,2.6179997032289357,24.823180240845637,0,0.0,0.9685953781309602,71.67,2.3,0
0,0.4742474623566017,19.18235964979926,0,0.0,0.0417534236827659,70.83,1.29,0
0,1.7468113606213984,23.647874916422264,0,0.0,0.4368695439251127,82.56,1.16,0
0,11.919195257902963,27.341468827099728,0,0.0,1.5175072042503095,67.04,2.72,0
0,1.8732716184493143,25.731483734862124,0,0.0,1.1599082316604996,86.96,1.14,0
0,2.5235215366345094,22.41922732339406,0,0.0,0.8378360595124561,70.94,2.62,0
0,2.557565162678147,22.794802135812212,0,0.0,0.048178557423169,51.24,2.08,0
0,13.87693260583359,24.98935220751432,0,0.0,1.4624766279921375,70.85,1.58,0
0,3.6352927350488313,21.33905036307462,0,0.0,0.6584407757955509,85.26,1.47,0
0,0.5508024672808762,21.475976378353725,0,0.0,0.0027510318927538,73.18,1.27,0
0,4.754680376760069,27.16428332861824,0,0.0,2.121522337436706,,,0
0,6.417015751455263,31.42476204461157,0,0.0,2.4531158915506697,65.07,2.46,0
0,0.6026889262049097,19.951201442426804,0,0.0,0.445725393386493,61.94,2.49,0
0,5.804019617656676,24.25213468356356,0,0.0,0.0143194536643555,37.77,2.63,0
0,2.8060214006216766,23.83381331327221,0,0.0,0.4796993080797698,79.38,1.98,0
0,0.0,19.04320379414724,0,0.0,0.0,,,0
0,5.795495391624653,25.64269245657252,0,0.0,1.1056394737305542,84.1,1.85,0
0,6.602340762837903,24.6201074474226,0,0.0,1.3753670850455126,79.37,1.34,0
0,3.5535677460162716,22.028927452317816,0,0.0,0.2736345894548044,80.83,1.19,0
0,4.052102622769772,21.237899401076056,0,0.0,0.4019614235543794,73.2,1.88,0
0,10.975011747880682,24.111578312760145,0,0.0,3.779289133540883,73.76,3.22,0
0,10.997393323157874,16.154156105849474,0,0.0,0.2426185664029118,71.56,1.42,0
0,7.225482958971773,24.90964606631222,0,0.0,4.2078630594002755,81.48,1.64,0
0,3.4153025708794296,28.430266333183432,0,0.0,1.1200991084095897,77.73,1.36,45
0,14.676773150892611,31.77533408662322,0,0.0,6.564147543796125,81.68,1.56,0
0,0.4504744134804995,20.450794215598417,0,0.0,0.2196172595878949,66.26,2.28,0
0,4.08739562611477,24.619022419601237,0,0.0,2.967489943029456,84.58,1.62,0
0,9.241676129159382,25.149272222254773,0,0.0,1.471088306222071,86.64,2.94,50
0,8.269434272653717,26.543567842304036,0,0.0,2.044002411988093,74.98,3.51,0
0,3.1416702888354773,25.153790334567397,0,0.0,0.7151549348357655,53.93,1.91,0
0,8.148739158567048,25.117276100998097,0,0.0,4.637686015764206,73.19,2.63,0
0,6.648609647222379,24.534171803386723,0,0.0,1.4708140569912738,64.41,2.09,0
0,13.272125606897935,31.985623337361343,0,0.0,3.0440881054982984,72.91,1.88,0
0,1.0224038782538762,22.961508249176,0,0.0,0.2362981926066461,54.31,2.39,0
0,3.41752882547683,27.416348640730966,0,0.0,0.2101872874389764,61.42,2.0,0
0,11.115321893316649,30.409844694623025,0,0.0,2.9272452505142157,73.55,2.08,0
0,2.6922542820930806,18.78223228385145,0,0.0,0.039171565179306,80.05,1.3,0
0,2.4555602135098926,21.92921065379337,0,0.0,0.6018716937401194,,,0
0,6.815515711909475,31.411237626530745,0,0.0,1.3602913706290929,69.05,1.55,105
0,12.149281922929484,23.819205463535376,0,0.0,0.93785878880138,,,0
0,1.0203431252626587,23.253945653966294,0,0.0,0.3920934404207621,45.12,2.94,0
0,6.881467935159526,22.05976919512901,0,0.0,0.9907100222589612,59.13,2.4,0
0,3.014705216772388,24.37768240571924,0,0.0,0.4932816146494357,,,0
0,0.1405248801328575,27.060333320904025,0,0.0,0.0272389772540857,72.31,1.58,75
0,5.20867699840807,28.815830616370967,0,0.0,2.492733905695629,71.89,2.77,0
0,5.042888711281366,26.935142666915795,0,0.0,1.7743967185110208,,,0
0,4.155502067477488,21.426183539932634,0,0.0,0.4119090057828934,69.07,2.24,0
0,9.815963711766074,31.303394812339818,0,0.0,3.6080935556367586,76.51,2.3,0
0,7.039530560525943,22.60061137157629,0,0.0,0.7826407766526212,81.7,1.45,0
0,3.626205850593158,23.703398983646675,0,0.0,1.133737949077209,75.51,1.54,0
0,0.2362061345212643,21.26923931021694,0,0.0,0.0020552883572751,,,0
0,5.854928523123682,25.00333772298066,0,0.0,1.821097060640968,,,0
0,7.755456519705673,21.51821672288211,0,0.0,0.3493658147693396,74.2,1.39,0
0,11.599345700634323,27.830077808303574,0,0.0,5.237183360272106,83.79,1.66,0
0,1.3055342961655945,25.112598786517783,0,0.0,0.9189316274785202,52.38,1.92,0
0,4.47126565998719,24.703947195878023,0,0.0,0.3698101635513051,78.68,2.01,0
0,0.7432999014507776,21.24365222250337,0,0.0,0.0003794259087857401,73.38,1.0,0
0,10.595612153513882,14.676996376292475,0,0.0,0.1150625957259335,69.96,1.71,0
0,3.7272432009956447,22.424360438367753,0,0.0,1.4226413650874274,72.49,3.14,0
0,4.276432650846559,24.61227792455935,0,0.0,1.0657330272324312,91.3,1.52,0
0,6.599294459894986,31.09267249700575,0,0.0,1.8106900966961463,74.33,2.18,0
0,4.2420658766175,21.77246040057,0,0.0,0.4935608586220679,80.3,1.38,70
0,21.088164467345727,35.62961588258463,0,0.0,12.064908641269971,75.08,3.09,0
0,14.348641973607691,27.229952492258978,0,0.0,5.619616700237452,80.12,3.12,0
0,8.131425683221494,19.822828591276725,0,0.0,0.2797184676880977,77.88,1.74,0
0,0.2543087386848965,28.489216936502693,0,0.0,0.0465681941255506,56.6,1.63,0
0,0.6717430583056234,20.18197894013184,0,0.0,0.0011174046770697,63.55,1.86,0
0,7.356807634675018,33.906994969217614,0,0.0,2.8707175684151767,70.74,2.2,0
0,8.175637393142692,23.472623549741492,0,0.0,0.9697667587453128,70.88,2.17,0
0,0.6766823567576176,21.758715484042863,0,0.0,0.0444648692727408,65.7,1.84,0
0,3.303593242211361,26.958033874570265,0,0.0,0.732958189005458,75.39,1.59,0
0,1.443668132929527,23.533450023495607,0,0.0,0.3923569238782869,88.04,1.47,0
0,5.542539390948287,24.280747496695657,0,0.0,0.9680263825242286,86.82,1.47,0
0,9.228475277624067,26.360106794213255,0,0.0,2.710965628673378,75.35,1.43,0
0,13.437715760973546,28.776393703934964,0,0.0,3.4326029253805603,84.9,2.29,65
0,2.9226531621253473,22.524097994713863,0,0.0,1.205957613047362,87.63,1.56,0
0,0.5085238392821751,25.008289129782025,0,0.0,0.3995017233304209,58.51,1.83,0
0,9.22935187158898,25.026195743576963,0,0.0,3.5441354702545325,82.68,2.51,0
0,3.7466946095945106,24.293059797465354,0,0.0,1.6842979116998795,75.49,1.82,0
0,2.0045770424843523,19.28979639745292,0,0.0,0.2005804102356593,,,0
0,1.7449338666033547,26.205284435133155,0,0.0,0.1543681766285705,52.75,1.88,0
0,7.822326098525263,21.034313556975484,0,0.0,1.055670533070192,76.04,2.51,0
0,6.73478846404762,22.81185489705304,0,0.0,0.1220896144908436,74.08,1.48,0
0,0.4688732604274883,21.933559658507747,0,0.0,0.0847237100534047,83.35,1.1,0
0,2.4189231423610433,25.237387502773768,0,0.0,0.488102167049983,59.37,1.78,0
0,11.105182349991306,20.80424703186066,0,0.0,1.4561257762195376,70.27,3.12,0
0,4.458617340642771,23.668611831306418,0,0.0,2.861743620739618,,,0
0,1.394253197937502,20.2678548138259,0,0.0,0.0131812721105923,83.08,1.48,0
0,9.85105838934064,32.96277072574061,0,0.0,3.5893528318742582,75.03,1.74,0
0,8.800120571681138,26.20620340261334,0,0.0,5.351445466230313,66.06,3.04,0
0,9.89295152750112,22.747987306760468,0,0.0,1.4294345659211434,83.29,1.47,0
0,7.785499994595075,21.77055788701679,0,0.0,0.7193432133575125,88.3,1.76,0
